"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"01","北海道","01101","札幌市中央区","011010003011","大通東十一丁目","43.064585","141.373969","0","3"
"01","北海道","01101","札幌市中央区","011010003012","大通東十二丁目","43.065010","141.375916","0","3"
"01","北海道","01101","札幌市中央区","011010003013","大通東十三丁目","43.065476","141.377780","0","3"
"01","北海道","01101","札幌市中央区","011010003014","大通東十四丁目","43.066055","141.380447","0","3"
"01","北海道","01101","札幌市中央区","011010003001","大通東一丁目","43.061993","141.357779","0","3"
"01","北海道","01101","札幌市中央区","011010003002","大通東二丁目","43.062128","141.359456","0","3"
"01","北海道","01101","札幌市中央区","011010003003","大通東三丁目","43.062210","141.361058","0","3"
"01","北海道","01101","札幌市中央区","011010003004","大通東四丁目","43.062463","141.362827","0","3"
"01","北海道","01101","札幌市中央区","011010003005","大通東五丁目","43.062815","141.364282","0","3"
"01","北海道","01101","札幌市中央区","011010003006","大通東六丁目","43.063032","141.365785","0","3"
"01","北海道","01101","札幌市中央区","011010003007","大通東七丁目","43.063186","141.367297","0","3"
"01","北海道","01101","札幌市中央区","011010003008","大通東八丁目","43.063429","141.368773","0","3"
"01","北海道","01101","札幌市中央区","011010003009","大通東九丁目","43.063773","141.370381","0","3"
"01","北海道","01101","札幌市中央区","011010004014","北十条西十四丁目","43.070416","141.332239","0","3"
"01","北海道","01101","札幌市中央区","011010004015","北十条西十五丁目","43.070637","141.330969","0","3"
"01","北海道","01101","札幌市中央区","011010004016","北十条西十六丁目","43.070386","141.329404","0","3"
"01","北海道","01101","札幌市中央区","011010004017","北十条西十七丁目","43.070173","141.327859","0","3"
"01","北海道","01101","札幌市中央区","011010004018","北十条西十八丁目","43.069961","141.326302","0","3"
"01","北海道","01101","札幌市中央区","011010004019","北十条西十九丁目","43.069746","141.324742","0","3"
"01","北海道","01101","札幌市中央区","011010004020","北十条西二十丁目","43.069529","141.323187","0","3"
"01","北海道","01101","札幌市中央区","011010004021","北十条西二十一丁目","43.069474","141.321595","0","3"
"01","北海道","01101","札幌市中央区","011010004022","北十条西二十二丁目","43.069199","141.320499","0","3"
"01","北海道","01101","札幌市中央区","011010004023","北十条西二十三丁目","43.068986","141.319450","0","3"
"01","北海道","01101","札幌市中央区","011010004024","北十条西二十四丁目","43.069501","141.317954","0","3"
"01","北海道","01101","札幌市中央区","011010005013","北十一条西十三丁目","43.071273","141.335039","0","3"
"01","北海道","01101","札幌市中央区","011010005014","北十一条西十四丁目","43.072783","141.333440","0","3"
"01","北海道","01101","札幌市中央区","011010005015","北十一条西十五丁目","43.071082","141.332067","0","3"
"01","北海道","01101","札幌市中央区","011010005016","北十一条西十六丁目","43.071555","141.329043","0","3"
"01","北海道","01101","札幌市中央区","011010005017","北十一条西十七丁目","43.071354","141.327557","0","3"
"01","北海道","01101","札幌市中央区","011010005018","北十一条西十八丁目","43.071093","141.326022","0","3"
"01","北海道","01101","札幌市中央区","011010005019","北十一条西十九丁目","43.070880","141.324461","0","3"
"01","北海道","01101","札幌市中央区","011010005020","北十一条西二十丁目","43.070690","141.322896","0","3"
"01","北海道","01101","札幌市中央区","011010005021","北十一条西二十一丁目","43.070573","141.321339","0","3"
"01","北海道","01101","札幌市中央区","011010005022","北十一条西二十二丁目","43.070493","141.320218","0","3"
"01","北海道","01101","札幌市中央区","011010005023","北十一条西二十三丁目","43.070019","141.319435","0","3"
"01","北海道","01101","札幌市中央区","011010005024","北十一条西二十四丁目","43.070598","141.318309","0","3"
"01","北海道","01101","札幌市中央区","011010006015","北十二条西十五丁目","43.072670","141.330941","0","3"
"01","北海道","01101","札幌市中央区","011010006016","北十二条西十六丁目","43.072425","141.328857","0","3"
"01","北海道","01101","札幌市中央区","011010006017","北十二条西十七丁目","43.072443","141.327321","0","3"
"01","北海道","01101","札幌市中央区","011010006018","北十二条西十八丁目","43.072266","141.325747","0","3"
"01","北海道","01101","札幌市中央区","011010006019","北十二条西十九丁目","43.072027","141.324176","0","3"
"01","北海道","01101","札幌市中央区","011010006020","北十二条西二十丁目","43.073117","141.321139","0","3"
"01","北海道","01101","札幌市中央区","011010006023","北十二条西二十三丁目","43.071253","141.318917","0","3"
"01","北海道","01101","札幌市中央区","011010007015","北十三条西十五丁目","43.073896","141.331349","0","3"
"01","北海道","01101","札幌市中央区","011010007016","北十三条西十六丁目","43.073573","141.328417","0","3"
"01","北海道","01101","札幌市中央区","011010007017","北十三条西十七丁目","43.073277","141.327041","0","3"
"01","北海道","01101","札幌市中央区","011010007018","北十三条西十八丁目","43.073319","141.325366","0","3"
"01","北海道","01101","札幌市中央区","011010007019","北十三条西十九丁目","43.073330","141.323843","0","3"
"01","北海道","01101","札幌市中央区","011010008015","北十四条西十五丁目","43.075083","141.331369","0","3"
"01","北海道","01101","札幌市中央区","011010008018","北十四条西十八丁目","43.074007","141.325403","0","3"
"01","北海道","01101","札幌市中央区","011010008019","北十四条西十九丁目","43.074029","141.323833","0","3"
"01","北海道","01101","札幌市中央区","011010008020","北十四条西二十丁目","43.074842","141.321375","0","3"
"01","北海道","01101","札幌市中央区","011010009015","北十五条西十五丁目","43.076849","141.330731","0","3"
"01","北海道","01101","札幌市中央区","011010009019","北十五条西十九丁目","43.074483","141.324290","0","3"
"01","北海道","01101","札幌市中央区","011010010015","北十六条西十五丁目","43.077958","141.330489","0","3"
"01","北海道","01101","札幌市中央区","011010010016","北十六条西十六丁目","43.077659","141.325821","0","3"
"01","北海道","01101","札幌市中央区","011010010020","北十六条西二十丁目","43.075162","141.322766","0","3"
"01","北海道","01101","札幌市中央区","011010010021","北十六条西二十一丁目","43.075782","141.320814","0","3"
"01","北海道","01101","札幌市中央区","011010011015","北十七条西十五丁目","43.078942","141.330265","0","3"
"01","北海道","01101","札幌市中央区","011010012015","北十八条西十五丁目","43.080450","141.329941","0","3"
"01","北海道","01101","札幌市中央区","011010013010","北一条西十丁目","43.060951","141.341495","0","3"
"01","北海道","01101","札幌市中央区","011010013011","北一条西十一丁目","43.060726","141.339926","0","3"
"01","北海道","01101","札幌市中央区","011010013012","北一条西十二丁目","43.060483","141.338370","0","3"
"01","北海道","01101","札幌市中央区","011010013013","北一条西十三丁目","43.060260","141.336825","0","3"
"01","北海道","01101","札幌市中央区","011010013014","北一条西十四丁目","43.060082","141.335261","0","3"
"01","北海道","01101","札幌市中央区","011010013015","北一条西十五丁目","43.059907","141.333709","0","3"
"01","北海道","01101","札幌市中央区","011010013016","北一条西十六丁目","43.059689","141.332147","0","3"
"01","北海道","01101","札幌市中央区","011010013017","北一条西十七丁目","43.059475","141.330571","0","3"
"01","北海道","01101","札幌市中央区","011010013018","北一条西十八丁目","43.059263","141.329015","0","3"
"01","北海道","01101","札幌市中央区","011010013019","北一条西十九丁目","43.059042","141.327455","0","3"
"01","北海道","01101","札幌市中央区","011010013001","北一条西一丁目","43.062833","141.355697","0","3"
"01","北海道","01101","札幌市中央区","011010013020","北一条西二十丁目","43.058892","141.325884","0","3"
"01","北海道","01101","札幌市中央区","011010013021","北一条西二十一丁目","43.058649","141.324520","0","3"
"01","北海道","01101","札幌市中央区","011010013022","北一条西二十二丁目","43.058486","141.323258","0","3"
"01","北海道","01101","札幌市中央区","011010013023","北一条西二十三丁目","43.058305","141.321920","0","3"
"01","北海道","01101","札幌市中央区","011010013024","北一条西二十四丁目","43.058122","141.320568","0","3"
"01","北海道","01101","札幌市中央区","011010013025","北一条西二十五丁目","43.058194","141.319177","0","3"
"01","北海道","01101","札幌市中央区","011010013026","北一条西二十六丁目","43.058014","141.317496","0","3"
"01","北海道","01101","札幌市中央区","011010013027","北一条西二十七丁目","43.057651","141.316144","0","3"
"01","北海道","01101","札幌市中央区","011010013028","北一条西二十八丁目","43.057300","141.314370","0","3"
"01","北海道","01101","札幌市中央区","011010013002","北一条西二丁目","43.062505","141.353851","0","3"
"01","北海道","01101","札幌市中央区","011010013003","北一条西三丁目","43.062437","141.352354","0","3"
"01","北海道","01101","札幌市中央区","011010013004","北一条西四丁目","43.062205","141.350808","0","3"
"01","北海道","01101","札幌市中央区","011010013005","北一条西五丁目","43.061986","141.349295","0","3"
"01","北海道","01101","札幌市中央区","011010013006","北一条西六丁目","43.061730","141.347738","0","3"
"01","北海道","01101","札幌市中央区","011010013007","北一条西七丁目","43.061551","141.346201","0","3"
"01","北海道","01101","札幌市中央区","011010013008","北一条西八丁目","43.061306","141.344511","0","3"
"01","北海道","01101","札幌市中央区","011010013009","北一条西九丁目","43.061218","141.343057","0","3"
"01","北海道","01101","札幌市中央区","011010014010","北一条東十丁目","43.065394","141.372054","0","3"
"01","北海道","01101","札幌市中央区","011010014011","北一条東十一丁目","43.065683","141.373976","0","3"
"01","北海道","01101","札幌市中央区","011010014012","北一条東十二丁目","43.065959","141.376069","0","3"
"01","北海道","01101","札幌市中央区","011010014013","北一条東十三丁目","43.066193","141.378188","0","3"
"01","北海道","01101","札幌市中央区","011010014014","北一条東十四丁目","43.066762","141.379891","0","3"
"01","北海道","01101","札幌市中央区","011010014015","北一条東十五丁目","43.066863","141.381548","0","3"
"01","北海道","01101","札幌市中央区","011010014016","北一条東十六丁目","43.067247","141.382784","0","3"
"01","北海道","01101","札幌市中央区","011010014017","北一条東十七丁目","43.067656","141.384156","0","3"
"01","北海道","01101","札幌市中央区","011010014018","北一条東十八丁目","43.068056","141.385449","0","3"
"01","北海道","01101","札幌市中央区","011010014019","北一条東十九丁目","43.068386","141.386843","0","3"
"01","北海道","01101","札幌市中央区","011010014001","北一条東一丁目","43.063312","141.357463","0","3"
"01","北海道","01101","札幌市中央区","011010014002","北一条東二丁目","43.063651","141.359082","0","3"
"01","北海道","01101","札幌市中央区","011010014003","北一条東三丁目","43.063848","141.360613","0","3"
"01","北海道","01101","札幌市中央区","011010014004","北一条東四丁目","43.064011","141.362098","0","3"
"01","北海道","01101","札幌市中央区","011010014005","北一条東五丁目","43.064397","141.363856","0","3"
"01","北海道","01101","札幌市中央区","011010014006","北一条東六丁目","43.064471","141.365303","0","3"
"01","北海道","01101","札幌市中央区","011010014007","北一条東七丁目","43.064747","141.366875","0","3"
"01","北海道","01101","札幌市中央区","011010014008","北一条東八丁目","43.064922","141.368488","0","3"
"01","北海道","01101","札幌市中央区","011010014009","北一条東九丁目","43.065173","141.370180","0","3"
"01","北海道","01101","札幌市中央区","011010015015","北二十条西十五丁目","43.082495","141.328326","0","3"
"01","北海道","01101","札幌市中央区","011010016015","北二十一条西十五丁目","43.084055","141.328661","0","3"
"01","北海道","01101","札幌市中央区","011010017015","北二十二条西十五丁目","43.085343","141.328444","0","3"
"01","北海道","01101","札幌市中央区","011010018010","北二条西十丁目","43.062396","141.341152","0","3"
"01","北海道","01101","札幌市中央区","011010018011","北二条西十一丁目","43.062179","141.339546","0","3"
"01","北海道","01101","札幌市中央区","011010018012","北二条西十二丁目","43.061971","141.337998","0","3"
"01","北海道","01101","札幌市中央区","011010018013","北二条西十三丁目","43.061767","141.336456","0","3"
"01","北海道","01101","札幌市中央区","011010018014","北二条西十四丁目","43.061559","141.334894","0","3"
"01","北海道","01101","札幌市中央区","011010018015","北二条西十五丁目","43.061357","141.333343","0","3"
"01","北海道","01101","札幌市中央区","011010018016","北二条西十六丁目","43.061140","141.331785","0","3"
"01","北海道","01101","札幌市中央区","011010018017","北二条西十七丁目","43.060924","141.330211","0","3"
"01","北海道","01101","札幌市中央区","011010018018","北二条西十八丁目","43.060715","141.328652","0","3"
"01","北海道","01101","札幌市中央区","011010018019","北二条西十九丁目","43.060489","141.327087","0","3"
"01","北海道","01101","札幌市中央区","011010018001","北二条西一丁目","43.064335","141.355313","0","3"
"01","北海道","01101","札幌市中央区","011010018020","北二条西二十丁目","43.060279","141.325526","0","3"
"01","北海道","01101","札幌市中央区","011010018021","北二条西二十一丁目","43.060094","141.324135","0","3"
"01","北海道","01101","札幌市中央区","011010018022","北二条西二十二丁目","43.059920","141.322887","0","3"
"01","北海道","01101","札幌市中央区","011010018023","北二条西二十三丁目","43.059738","141.321571","0","3"
"01","北海道","01101","札幌市中央区","011010018024","北二条西二十四丁目","43.059578","141.320222","0","3"
"01","北海道","01101","札幌市中央区","011010018025","北二条西二十五丁目","43.059489","141.318823","0","3"
"01","北海道","01101","札幌市中央区","011010018026","北二条西二十六丁目","43.059336","141.317313","0","3"
"01","北海道","01101","札幌市中央区","011010018027","北二条西二十七丁目","43.058966","141.315833","0","3"
"01","北海道","01101","札幌市中央区","011010018028","北二条西二十八丁目","43.058773","141.314017","0","3"
"01","北海道","01101","札幌市中央区","011010018002","北二条西二丁目","43.064110","141.353607","0","3"
"01","北海道","01101","札幌市中央区","011010018003","北二条西三丁目","43.063886","141.351987","0","3"
"01","北海道","01101","札幌市中央区","011010018004","北二条西四丁目","43.063675","141.350440","0","3"
"01","北海道","01101","札幌市中央区","011010018005","北二条西五丁目","43.063458","141.348922","0","3"
"01","北海道","01101","札幌市中央区","011010018006","北二条西六丁目","43.063243","141.347352","0","3"
"01","北海道","01101","札幌市中央区","011010018007","北二条西七丁目","43.063047","141.345854","0","3"
"01","北海道","01101","札幌市中央区","011010018008","北二条西八丁目","43.062834","141.344359","0","3"
"01","北海道","01101","札幌市中央区","011010018009","北二条西九丁目","43.062615","141.342782","0","3"
"01","北海道","01101","札幌市中央区","011010019010","北二条東十丁目","43.066575","141.371755","0","3"
"01","北海道","01101","札幌市中央区","011010019011","北二条東十一丁目","43.066854","141.373739","0","3"
"01","北海道","01101","札幌市中央区","011010019012","北二条東十二丁目","43.067201","141.375743","0","3"
"01","北海道","01101","札幌市中央区","011010019013","北二条東十三丁目","43.067457","141.377530","0","3"
"01","北海道","01101","札幌市中央区","011010019014","北二条東十四丁目","43.067902","141.379070","0","3"
"01","北海道","01101","札幌市中央区","011010019015","北二条東十五丁目","43.068079","141.380574","0","3"
"01","北海道","01101","札幌市中央区","011010019016","北二条東十六丁目","43.068445","141.381548","0","3"
"01","北海道","01101","札幌市中央区","011010019017","北二条東十七丁目","43.068796","141.383279","0","3"
"01","北海道","01101","札幌市中央区","011010019018","北二条東十八丁目","43.068899","141.384619","0","3"
"01","北海道","01101","札幌市中央区","011010019019","北二条東十九丁目","43.069147","141.386057","0","3"
"01","北海道","01101","札幌市中央区","011010019001","北二条東一丁目","43.064578","141.357122","0","3"
"01","北海道","01101","札幌市中央区","011010019020","北二条東二十丁目","43.068998","141.387994","0","3"
"01","北海道","01101","札幌市中央区","011010019002","北二条東二丁目","43.064806","141.358797","0","3"
"01","北海道","01101","札幌市中央区","011010019003","北二条東三丁目","43.065120","141.360476","0","3"
"01","北海道","01101","札幌市中央区","011010019004","北二条東四丁目","43.065254","141.361919","0","3"
"01","北海道","01101","札幌市中央区","011010019005","北二条東五丁目","43.065399","141.363196","0","3"
"01","北海道","01101","札幌市中央区","011010019006","北二条東六丁目","43.065590","141.364481","0","3"
"01","北海道","01101","札幌市中央区","011010019007","北二条東七丁目","43.065766","141.365943","0","3"
"01","北海道","01101","札幌市中央区","011010019008","北二条東八丁目","43.066085","141.368190","0","3"
"01","北海道","01101","札幌市中央区","011010019009","北二条東九丁目","43.066311","141.369828","0","3"
"01","北海道","01101","札幌市中央区","011010020010","北三条西十丁目","43.063580","141.340873","0","3"
"01","北海道","01101","札幌市中央区","011010020011","北三条西十一丁目","43.063369","141.339247","0","3"
"01","北海道","01101","札幌市中央区","011010020012","北三条西十二丁目","43.063162","141.337707","0","3"
"01","北海道","01101","札幌市中央区","011010020013","北三条西十三丁目","43.062952","141.336177","0","3"
"01","北海道","01101","札幌市中央区","011010020014","北三条西十四丁目","43.062745","141.334608","0","3"
"01","北海道","01101","札幌市中央区","011010020015","北三条西十五丁目","43.062533","141.333027","0","3"
"01","北海道","01101","札幌市中央区","011010020016","北三条西十六丁目","43.062321","141.331470","0","3"
"01","北海道","01101","札幌市中央区","011010020017","北三条西十七丁目","43.062108","141.329913","0","3"
"01","北海道","01101","札幌市中央区","011010020018","北三条西十八丁目","43.061893","141.328356","0","3"
"01","北海道","01101","札幌市中央区","011010020019","北三条西十九丁目","43.061681","141.326790","0","3"
"01","北海道","01101","札幌市中央区","011010020001","北三条西一丁目","43.065534","141.355012","0","3"
"01","北海道","01101","札幌市中央区","011010020020","北三条西二十丁目","43.061472","141.325224","0","3"
"01","北海道","01101","札幌市中央区","011010020021","北三条西二十一丁目","43.061202","141.323677","0","3"
"01","北海道","01101","札幌市中央区","011010020022","北三条西二十二丁目","43.061091","141.322530","0","3"
"01","北海道","01101","札幌市中央区","011010020023","北三条西二十三丁目","43.060932","141.321287","0","3"
"01","北海道","01101","札幌市中央区","011010020024","北三条西二十四丁目","43.060749","141.319940","0","3"
"01","北海道","01101","札幌市中央区","011010020025","北三条西二十五丁目","43.060544","141.318519","0","3"
"01","北海道","01101","札幌市中央区","011010020026","北三条西二十六丁目","43.060348","141.317021","0","3"
"01","北海道","01101","札幌市中央区","011010020027","北三条西二十七丁目","43.060174","141.315543","0","3"
"01","北海道","01101","札幌市中央区","011010020028","北三条西二十八丁目","43.059813","141.314157","0","3"
"01","北海道","01101","札幌市中央区","011010020029","北三条西二十九丁目","43.059725","141.312717","0","3"
"01","北海道","01101","札幌市中央区","011010020002","北三条西二丁目","43.065306","141.353307","0","3"
"01","北海道","01101","札幌市中央区","011010020030","北三条西三十丁目","43.059463","141.311107","0","3"
"01","北海道","01101","札幌市中央区","011010020003","北三条西三丁目","43.065075","141.351683","0","3"
"01","北海道","01101","札幌市中央区","011010020004","北三条西四丁目","43.064863","141.350130","0","3"
"01","北海道","01101","札幌市中央区","011010020005","北三条西五丁目","43.064652","141.348623","0","3"
"01","北海道","01101","札幌市中央区","011010020006","北三条西六丁目","43.064438","141.347060","0","3"
"01","北海道","01101","札幌市中央区","011010020007","北三条西七丁目","43.064262","141.345257","0","3"
"01","北海道","01101","札幌市中央区","011010020008","北三条西八丁目","43.064002","141.344033","0","3"
"01","北海道","01101","札幌市中央区","011010020009","北三条西九丁目","43.063796","141.342513","0","3"
"01","北海道","01101","札幌市中央区","011010021010","北三条東十丁目","43.067720","141.371454","0","3"
"01","北海道","01101","札幌市中央区","011010021011","北三条東十一丁目","43.067893","141.373150","0","3"
"01","北海道","01101","札幌市中央区","011010021012","北三条東十二丁目","43.068060","141.375232","0","3"
"01","北海道","01101","札幌市中央区","011010021013","北三条東十三丁目","43.068425","141.377057","0","3"
"01","北海道","01101","札幌市中央区","011010021014","北三条東十四丁目","43.068728","141.378421","0","3"
"01","北海道","01101","札幌市中央区","011010021015","北三条東十五丁目","43.068957","141.379967","0","3"
"01","北海道","01101","札幌市中央区","011010021001","北三条東一丁目","43.065768","141.356822","0","3"
"01","北海道","01101","札幌市中央区","011010021002","北三条東二丁目","43.065999","141.358504","0","3"
"01","北海道","01101","札幌市中央区","011010021003","北三条東三丁目","43.066206","141.360032","0","3"
"01","北海道","01101","札幌市中央区","011010021004","北三条東四丁目","43.066419","141.361526","0","3"
"01","北海道","01101","札幌市中央区","011010021005","北三条東五丁目","43.066617","141.363189","0","3"
"01","北海道","01101","札幌市中央区","011010021006","北三条東六丁目","43.066721","141.364796","0","3"
"01","北海道","01101","札幌市中央区","011010021007","北三条東七丁目","43.067013","141.366304","0","3"
"01","北海道","01101","札幌市中央区","011010021008","北三条東八丁目","43.067246","141.367860","0","3"
"01","北海道","01101","札幌市中央区","011010021009","北三条東九丁目","43.067673","141.369457","0","3"
"01","北海道","01101","札幌市中央区","011010022010","北四条西十丁目","43.064774","141.340535","0","3"
"01","北海道","01101","札幌市中央区","011010022011","北四条西十一丁目","43.064566","141.338951","0","3"
"01","北海道","01101","札幌市中央区","011010022012","北四条西十二丁目","43.064357","141.337403","0","3"
"01","北海道","01101","札幌市中央区","011010022013","北四条西十三丁目","43.064143","141.335864","0","3"
"01","北海道","01101","札幌市中央区","011010022014","北四条西十四丁目","43.063931","141.334295","0","3"
"01","北海道","01101","札幌市中央区","011010022015","北四条西十五丁目","43.063720","141.332720","0","3"
"01","北海道","01101","札幌市中央区","011010022016","北四条西十六丁目","43.063510","141.331163","0","3"
"01","北海道","01101","札幌市中央区","011010022017","北四条西十七丁目","43.063298","141.329605","0","3"
"01","北海道","01101","札幌市中央区","011010022018","北四条西十八丁目","43.063086","141.328048","0","3"
"01","北海道","01101","札幌市中央区","011010022019","北四条西十九丁目","43.062873","141.326488","0","3"
"01","北海道","01101","札幌市中央区","011010022001","北四条西一丁目","43.066714","141.354724","0","3"
"01","北海道","01101","札幌市中央区","011010022020","北四条西二十丁目","43.062661","141.324927","0","3"
"01","北海道","01101","札幌市中央区","011010022021","北四条西二十一丁目","43.062474","141.323511","0","3"
"01","北海道","01101","札幌市中央区","011010022022","北四条西二十二丁目","43.062427","141.322234","0","3"
"01","北海道","01101","札幌市中央区","011010022023","北四条西二十三丁目","43.062133","141.320998","0","3"
"01","北海道","01101","札幌市中央区","011010022024","北四条西二十四丁目","43.061950","141.319648","0","3"
"01","北海道","01101","札幌市中央区","011010022025","北四条西二十五丁目","43.061770","141.318373","0","3"
"01","北海道","01101","札幌市中央区","011010022026","北四条西二十六丁目","43.061545","141.316740","0","3"
"01","北海道","01101","札幌市中央区","011010022027","北四条西二十七丁目","43.061480","141.315363","0","3"
"01","北海道","01101","札幌市中央区","011010022028","北四条西二十八丁目","43.060961","141.313562","0","3"
"01","北海道","01101","札幌市中央区","011010022029","北四条西二十九丁目","43.060907","141.312125","0","3"
"01","北海道","01101","札幌市中央区","011010022002","北四条西二丁目","43.066491","141.353019","0","3"
"01","北海道","01101","札幌市中央区","011010022030","北四条西三十丁目","43.060812","141.311406","0","3"
"01","北海道","01101","札幌市中央区","011010022003","北四条西三丁目","43.066256","141.351398","0","3"
"01","北海道","01101","札幌市中央区","011010022004","北四条西四丁目","43.066045","141.349832","0","3"
"01","北海道","01101","札幌市中央区","011010022005","北四条西五丁目","43.065851","141.348314","0","3"
"01","北海道","01101","札幌市中央区","011010022006","北四条西六丁目","43.065632","141.346764","0","3"
"01","北海道","01101","札幌市中央区","011010022007","北四条西七丁目","43.065419","141.345249","0","3"
"01","北海道","01101","札幌市中央区","011010022008","北四条西八丁目","43.065200","141.343695","0","3"
"01","北海道","01101","札幌市中央区","011010022009","北四条西九丁目","43.064983","141.342109","0","3"
"01","北海道","01101","札幌市中央区","011010023001","北四条東一丁目","43.066954","141.356524","0","3"
"01","北海道","01101","札幌市中央区","011010023002","北四条東二丁目","43.067191","141.358201","0","3"
"01","北海道","01101","札幌市中央区","011010023003","北四条東三丁目","43.067409","141.359728","0","3"
"01","北海道","01101","札幌市中央区","011010023004","北四条東四丁目","43.067756","141.361319","0","3"
"01","北海道","01101","札幌市中央区","011010023005","北四条東五丁目","43.067833","141.362821","0","3"
"01","北海道","01101","札幌市中央区","011010023006","北四条東六丁目","43.067858","141.364334","0","3"
"01","北海道","01101","札幌市中央区","011010023007","北四条東七丁目","43.068044","141.366031","0","3"
"01","北海道","01101","札幌市中央区","011010023008","北四条東八丁目","43.068098","141.367616","0","3"
"01","北海道","01101","札幌市中央区","011010024010","北五条西十丁目","43.065930","141.340193","0","3"
"01","北海道","01101","札幌市中央区","011010024011","北五条西十一丁目","43.065726","141.338659","0","3"
"01","北海道","01101","札幌市中央区","011010024012","北五条西十二丁目","43.065518","141.337105","0","3"
"01","北海道","01101","札幌市中央区","011010024013","北五条西十三丁目","43.065312","141.335546","0","3"
"01","北海道","01101","札幌市中央区","011010024014","北五条西十四丁目","43.065096","141.333985","0","3"
"01","北海道","01101","札幌市中央区","011010024015","北五条西十五丁目","43.064882","141.332426","0","3"
"01","北海道","01101","札幌市中央区","011010024016","北五条西十六丁目","43.064673","141.330869","0","3"
"01","北海道","01101","札幌市中央区","011010024017","北五条西十七丁目","43.064463","141.329309","0","3"
"01","北海道","01101","札幌市中央区","011010024018","北五条西十八丁目","43.064251","141.327748","0","3"
"01","北海道","01101","札幌市中央区","011010024019","北五条西十九丁目","43.064035","141.326188","0","3"
"01","北海道","01101","札幌市中央区","011010024001","北五条西一丁目","43.068061","141.354533","0","3"
"01","北海道","01101","札幌市中央区","011010024020","北五条西二十丁目","43.063824","141.324631","0","3"
"01","北海道","01101","札幌市中央区","011010024021","北五条西二十一丁目","43.063636","141.323207","0","3"
